name,description,category,type,height,weight
goodra,"Goodra are cheerful and affectionate Pokémon. Because of this, Goodra are often teased. However, they will strike at their tormentors with their retractable horns and powerful tails. They will often enthusiastically hug their beloved trainer, leaving them covered in goo. But this also implies that they don't like being left alone and will cry easily if their Trainers do so.
",Dragon Pokémon,dragon,6′07″,331.8
klefki,"Klefki has a habit of collecting keys, especially master keys; it sometimes attempt to sneak into people's homes to obtain keys, and giving a key to it makes the Pokémon very happy. It never lets go a key it has collected and will fiercely jingle its keys at aggressors, so people would entrust Klefki with the keys to vaults and safes to prevent crime, and royalties and nobles in the past would take good care of Klefki and pass each down for generations. However, due to their pickiness, they will discard keys they dislike after absorbing the keys' metal ions, while hanging onto ones that they favor for decades.
It should be noted that Klefki used to dwell in mines long ago, but they became more mingled with humans and started residing in human settlements after the minerals they diet on became more scarce.
",Key Ring Pokémon,"steel,fairy",0′08″,6.6
phantump,"Phantump are shy Pokémon that prefer to live in abandoned forests. They are comforted by the presence of trees; in fact they will get scared and even begin to cry when taken to loud, bustling metropolises. Such a cry will alert any Trevenant nearby.
",Stump Pokémon,"ghost,grass",1′04″,15.4
trevenant,"Because of its terrifying appearance, Trevenant has often been given the reputation as ""the Ghost of the forest"". Lumberjacks bring Fire types with them which Trevenant dislikes when entering forests.  
Trevenant has been known to devour anyone who destroys its home, but it is kind to other Pokémon or Humans which inhabit the forest. Legend says that a curse will be inflicted onto those who cut down the trees or harm forests where Trevenant lives.  
",Elder Tree Pokémon,"ghost,grass",4′11″,156.5
pumpkaboo,"Pumpkaboo are crepuscular, specifically vespertine, Pokémon that also remain active throughout the night. They are most restless, however, just as the sun sets and twilight arrives. When daylight approaches, Pumpkaboo settle down, rest, and wait for the sun to set again. They sleep, like pumpkins, on the dirt in fields and rural areas.
Pumpkaboo carry souls inside of their hollow bodies. Smaller Pumpkaboo are made up of fewer souls but larger Pumpkaboo are made up of more souls. In addition, smaller Pumpkaboo prefer children while larger Pumpkaboo prefer adults. Pumpkaboo are thought to act as psychopomps, leading recently deceased souls to places where they can move on. The Pokémon Dusknoir are believed to pick these spirits up here to ferry them into the world of the dead while Pumpkaboo remain behind. The lights on these Pokémon's bodies are thought to show lost spirits the path to the spirit world; for this reason, living travelers who encounter these lights try to avoid them whenever possible.
",Pumpkin Pokémon,"ghost,grass",1′00″,7.7
gourgeist,"Gourgeist are mischievous and sometimes malevolent Pokémon. They wander town streets on moonless nights, singing in an eerie voice to frighten people, Those who hear its song will be cursed. On new-moon nights, Gourgeist will come knocking, Whoever answers the door will be swept off to the afterlife. 
When hunting, they entangle their prey with their hair-like arms and seem to enjoy the suffering of their victims.
It is said that the ghastly noises emanating from Gourgeist's body are the cries of souls suffering in the afterlife.
Smaller Gourgeist prefer to target adults by pretending to be children, larger Gourgeist prefer to target children by pretending to be adults, while supersize Gourgeist aren't picky and will target anyone.
",Pumpkin Pokémon,"ghost,grass",2′04″,20.9
bergmite,"Bergmite can create cold air, which is used to repair chinks or cracks in its icy coating. This air reaches temperatures as cold as -150 degrees Fahrenheit (-100 degrees Celsius) and can also be used to freeze enemies. Bergmite lives in herds on snowy mountain tops and can sometimes be found huddled on the back of an Avalugg.
",Ice Chunk Pokémon,ice,3′03″,219.4
avalugg,"A slow but immensely powerful Pokémon, Avalugg are capable of crushing any obstacle that stands in their way. They are often seen carrying groups of Bergmite on their backs in a manner similar to an aircraft carrier. The Bergmite on their backs will lodge themselves into their crevasses, covering them in sharp and icy spikes. With their backsides protected, Avalugg will then try to crush foes with their weight. Avalugg are diurnal Pokémon; their crevasses can be observed widening in the morning sun as they go about their day before rebuilding as they rest for the night.
",Iceberg Pokémon,ice,6′07″,1113.3
noibat,"Noibat can be found in dark caves where little to no light penetrates. Because vision is largely useless in these areas, Noibat have adapted to navigate their surroundings through echolocation.The pitches that Noibat use for echolocation can be disorienting even to people and Pokémon that do not consciously hear them; pro-wrestlers trained to maintain their balance can become dizzy when near these Pokémon. People traveling in Noibat caves often become lost because of the disorienting sounds. Noibat use this ability when threatened to confuse foes and escape 
Since it uses sound waves to detect the ripeness of fruit, it won't eat fruit that's sour resulting in it being a picky eater.
Noibat trainers are advised to wear special headphones that block out such frequencies
",Sound Wave Pokémon,"flying,dragon",1′08″,17.6
noivern,"Noivern has an aggressive temperament and will ruthlessly taunt its opponents in the dark. Supposedly, it will attack anything that wanders too close to it. Enemies that are weakened by the sound waves are dealt with the finishing blow by Noivern's fangs. However, Noivern can be tamed by trustworthy trainers if given a fruit to eat.  
They communicate warnings to other Noivern about territorial boundaries using sonar; those unfortunate enough to be caught between two conflicting Noivern may sometimes faint from dizziness.  
These Pokémon are omnivores, despite having fearsome appearances, and enjoy eating many different kinds of fruits and berries—they seem to have a particular affinity for Persim Berries.
",Sound Wave Pokémon,"flying,dragon",4′11″,187.4
xerneas,empty,Life Pokémon,fairy,9′10″,474
yveltal,"When Yveltal is about to reach the end of its lifespan, it steals the life force of everything living around it, then transforms into a cocoon to sleep.
",Destruction Pokémon,"dark,flying",19′00″,447.5
zygarde,empty,Order Pokémon,"dragon,ground",14′09″,1344.8
diancie,"It is believed to rule over an entire underground kingdom of jewels called the Diamond Domain, served by loyal Carbink. Diancie oversees the legendary Diamond Domain and makes sure that it always remains hidden from those who intended to loot it or steal from it. It also is in charge of creating the Heart Diamond, a mystical gemstone that, according to legend, is the sole source of energy that allows the Diamond Domain to continue to exist.
",Jewel Pokémon,"rock,fairy",2′04″,19.4
hoopa,"The mythical Hoopa is said to be a troublemaking trickster that can open portals to other dimensions with its hoop. It is thought to use this ability to cause interdimensional mischief, though some believe that it also uses it to hoard objects that catch its interest in some unknown realm. Long ago, an ancient desert civilization was said to have sealed Hoopa's true power away in an artifact known as the Prison Bottle. Opening the bottle would restore its strength for a short time; in this form, known as Unbound Hoopa, it becomes a monstrous, six-handed beast that would be able to transport anything between dimensions. Legends say that this gigantic creature once carried an entire castle of gold along with it through a hyperspace hole because of its greed. Luckily, this transformation is only temporary; after some time, the Prison Bottle will reabsorb its power and Hoopa will once again become Confined. It is thought that Confined Hoopa passes its time by playing tricks on unwary beings across dimensions.
",Mischief Pokémon,"psychic,ghost",1′08″,19.8
volcanion,"In order to conceal itself and vanish, Volcanion releases plumes of steam. It has been said to inhabit certain mountain areas that are considered forbidden for humans to walk. Some people believe that this Pokémon may dislike humans because it was alive to witness the horrible destruction that the great war of Kalos left behind 3,000 years ago.
",Steam Pokémon,"fire,water",5′07″,429.9
rowlet,"Rowlet is a crafty Pokémon that uses the art of stealth to its advantage. Using its delicate wings, it silently draws near its targets and viciously attacks them with sharp feathers and kicks before they even notice it. It's also clever enough to use tactics: if an enemy is far away, it may send its sharp feathers flying rather than getting close. If the foe draws near, it'll switch and attack with kicks instead. At night, it glides through the air on the hunt for prey, while in the day, it sleeps and builds up the energy it'll use for hunting. In battle, it has a tendency to turn its head around to look at its Trainer, showcasing a display of its observational skills.
",Grass Quill Pokémon,"grass,flying",1′00″,3.3
dartrix,"Revealing a certain snobbishness in their personalities, Dartrix care a great deal about their appearances, grooming their feathers in every spare moment. Such meticulous grooming is for sharpening their feathers in their case for self defense. They also bask themselves in sunlight to store up their own energy. If their trainers are too sloppy to pamper and tidy them, they will become quite disobedient.
In truth, they're also a bit of a birdbrain, with a tendency to bungle things up. Once they make a mistake, they sometimes get into a desperate struggle to gloss over the situation and end up making a bigger mess than ever. They also care about their own cleanliness: they can feel bothered by their dirty or ruffled feathers that they can't focus on battle. When they loses their focus, they sometimes even retire from the battle on the spot.
",Blade Quill Pokémon,"grass,flying",2′04″,35.3
decidueye,"Decidueye are normally calm and collected but panic easily when taken by surprise. One will tug at its ""hoodie"" if missing a very important or accurate shot. When a Decidueye decides upon a target, it will seemingly disappear from view as it begins to stalk it from afar. Once its victim completely loses track of it, it will strike with a single arrow quill, plucking it from within its wing and stringing it on its vine-like tassels. Many trainers still admire Decidueye for their spectacular precision and stealth, making them one of the most popular starters in Alola.
",Arrow Quill Pokémon,"grass,ghost",5′03″,80.7
litten,"Litten always appears to be very calm, and does not show emotion. Since they don't bond with many people, Litten are hardheaded and stubborn. However, when its trainer and partners get into a pinch, it will make an effort to save everyone it trusts and cares about. 
Litten spends most of its time grooming its fur; any pieces of loose fur are ingested and used as fuel for fire-based attacks. However, Litten can be a bit wary and will use its sharp claws to lash out at any human that tries to pet it without gaining its trust.  
",Fire Cat Pokémon,fire,1′04″,9.5
torracat,"This flame sac is directly connected to the brains of Torracat and reacts specifically to their mood. When they are calm, the bell remains unlit, but the moment their temper spikes and they feel angry or ready for a scuffle, the bell will ignite and start to produce a bright flame.When they are extremely agitated or excited, the bell will even produce a ringing sound as the temperature of the flame inside of it increases over time.Torracat in fact act somewhat bratty around familiar faces. Some would even call them spoiled; they may even scratch their trainers if they displease them.Their fur will stand on end when Torracat healthy and happy, but lie flat and matted when they are sick or upset. Torracat use their thick manes, which have actually adapted to take the place of standard whiskers, to navigate dark areas. This helps them locate prey in the dim undergrowth of their jungle habitats or under the cover of dark nights. 
Torracat are fierce fighters and have a great love for battle, oftentimes attacking their opponents relentlessly to the point where the opposition loses the will to fight.
",Fire Cat Pokémon,fire,2′04″,55.1
incineroar,"Incineroar is a violent, aggressive Pokémon known for its brutal prowess in battle; this trait allows Incineroar to excel in battles without holding back on its own. It is known to be indifferent and arrogant, even refusing to battle weak or injured foes, though it is said Incineroar deep down loves praise and attention and plays its antagonistic ""heel"" impression for show.
When battling, Incineroar can get too immersed in participating in the combat, and in worst cases one can drag their innocent Trainer into the fight. This makes Incineroar being spurned by the majority who keep their distance with them. 
When they start to get attached to small Pokémon and children, nonetheless, Incineroar actually feel immense joy even though they usually put up a cool facade towards the former. In fact, they will have their fighting spirit attenuated when they have to battle against a more feeble foe, which can unfortunately let down their guard and being taken advantage of.
Despite its seemingly brutal disposition, Incineroar is actually very friendly towards children and will even help out small Pokémon.  
",Heel Pokémon,"fire,dark",5′11″,183
popplio,"Popplio will frequently work on blowing&#160;bubbles and try to get them larger than their bodies. Instead of walking, Popplio will generate and use their bubbles as a springboard, popping as they leap on top of them in order to get a bounce out of them as they pop, in turn allowing them to perform acrobatic stunts in their leaps to please those they enjoy playing with. 
These Pokémon are also playful when not practicing; they love to perform acrobatic tricks with their bubbles in front of others, which also serve as trial runs for new strategies in battle. After gaining height by bouncing on these bubbles, they can attack opponents from the air in highly technical maneuvers. They can also pop their bubbles to damage foes with surprising force. Because of their dedication, playfulness, and acrobatic capabilities in battle, Popplio make an excellent choice of starter Pokémon for any Alolan trainer.
",Sea Lion Pokémon,water,1′04″,16.5
brionne,"Brionne usually learns its dance moves from other colony members or even humans, and will pay all its effort practicing its skills until it can memorize them. It uses them in battle to disarray the opponent before attacking it. Sometimes, in nights with the moon high up in the sky, you can see a lot of Brionne dancing together under the shining moonlight. These Pokémon never fail to get excited when they witness a new dance that they have yet to perfect.
Also, Brionne mostly smiles and won't show a sad face to others unless it trusts its Trainer and Pokémon friends.
",Pop Star Pokémon,water,2′00″,38.6
primarina,"Trainers who raise Popplio watch their tireless practice and dedication finally pay off when they evolve into Primarina. Primarina, as the Pokédex says, sees every battle as a stage, prompting people to call it a songstress. Unfortunately, it might suffer from sore throats, especially when its voice isn't maintained well. Dry weather, consecutive battles, and throat damage all imperil their vocal abilities. Those that do manage this task, however, are able to battle alongside some of the most renowned performers in the world.
In battle, Primarina use the vibrations created by their voices to maneuver sparkling bubbles around the field. Only some of these bubbles are explosive; they can leap around on the non-volatile ones to further play with opponents. The sight of a field of Primarina bubbles glittering in the moonlight is said to be breathtaking. Primarina teach one another new songs in their colonies, passing them down over the generations. They lead beautiful seaside concerts on moonlit nights. Consequently, each colony has its own unique repertoire.
Wild Primarina usually live in colonies. The leading Primarina always hold their performances during moonlit nights. They are also carnivores, luring their unsuspecting prey with beautiful and dancing.
",Soloist Pokémon,"water,fairy",5′11″,97
pikipek,"Pikipek drill holes in trees for food storage. However, they also adore small, shiny objects, and will take these and store them in the aforementioned food holes.
Despite their small stature, Pikipek in fact have incredibly strong neck muscles that enable them to peck with such strength. Their drilling is very noisy; they use different rhythms of pecking in order to communicate with one another. Since their signals are loud and distinct from one another, people that live near them often learn to recognize what different rhythms mean. In fact, Pikipek communication is one of the most well-studied in the field. Pikipek also have a fondness of shiny objects, storing them in tree holes. This is the root of the Alolan saying, ""Something lost, something missed, check inside the Pikipek nest"". 
Pikipek can also shoot seeds with great force from their beaks. They will pull seeds from their tree holes to fire at attackers from a distance when threatened; missed seeds often end up lodged in the bark of other trees. Since the seeds are frequently destroyed by this, however, Pikipek cannot store them effectively this way.
",Woodpecker Pokémon,"normal,flying",1′00″,2.6
trumbeak,"Trumbeak are diligent and practical, and they are also loving caretakers who look after Pikipek with Toucannon. Be that as it may, Trumbeak is hated by humans on account of its noisiness. They are infamous for their loud, bugle-like calls as well as their lack of regard for quietude. 
The tips of their beaks are flexible and can bend backwards like “lips”. This allows them to buzz air through them in order to create their signature trumpeting. Though Trumbeak do not live together in the wild, they are not territorial towards others of their kind. In fact, they communicate with one another through their raucous calling. Plants in Trumbeak habitats often have hard-shelled seeds that can withstand firing, and Trumbeak prefer these seeds because they are more effective at deterring attackers. In the late spring, male Trumbeak will begin to call even more loudly and cacophonously as they try to attract mates, much to the chagrin of people and other Pokémon alike.
",Bugle Beak Pokémon,"normal,flying",2′00″,32.6
toucannon,"Toucannon express their moods with their kind by knocking their beaks as a means of communication, each time with varied frequencies and intensities of each knock.
In addition, Toucannon are well known for being faithful and harmonious with their mates, thus they are frequently being brought to weddings as lucky blessings for newlyweds.
",Cannon Pokémon,"normal,flying",3′07″,57.3
yungoos,"Because of its long body, a Yungoos always gets hungry and they eat without manners. They roam around all day searching for prey (Rattata in particular) but at nightfall quickly lose all stamina and fall asleep.
To hunt, Yungoos stake out a particular route and then patrol it back and forth for prey. They do not stray from their paths, which they try to set in areas safe from larger predators. They strongly prefer live prey and will only scavenge as an absolute last resort.
A diurnal creature, Yungoos was introduced to Alola to deal with the invasive Rattata. However, as they hunted during the day the Rattata became nocturnal to avoid the new daytime predator.
",Loitering Pokémon,normal,1′04″,13.2
gumshoos,"Gumshoos deploy the opposite strategy from Yungoos when hunting. Instead of prowling around for its prey, Gumshoos stakes out its prey's usual routes and waits for it come by. It's known to be patient and persistent.
These Pokémon are tenacious and will stick to a single target until they succeed. One trait these Pokémon do have in common with Yungoos, however, is that they are also diurnal. When the sun sets, Gumshoos will fall asleep right where they stand, exhausted from a day’s worth of keeping watch. Gumshoos do have a preference for Alolan Rattata and Raticate, which is why they were imported in the first place. They are rarely able to hunt them, however, because of how their prey have adapted. Though normally quite patient, Gumshoos will get very excited when they sight an unfortunate wild Rattata. 
Forests and grasslands have common sightings of this species of Pokémon
",Stakeout Pokémon,normal,2′04″,31.3
grubbin,"Grubbin loves electricity and lives around power plants.In order to stay safe from avian Pokémon, Grubbin often make their homes near or in the habitats of Electric-type Pokémon, as Flying-types are weak to them and usually avoid places where they congregate.
Grubbin have strong mandibles that they use for almost everything. They use them to burrow underground, for instance, where they spend the majority of their time. Grubbin also use their jaws to scrape away at the bark of trees and feed on exposed sap.They will use their mandibles to dig their nests into the soil. 
Though very slow on the ground, Grubbin can escape from peril by shooting sticky threads to attach themselves to branches or wires and then swing away like tiny acrobats. Once they are safely away from danger, they can simply cut the strands with their sharp mandibles to free themselves. They can also bind attackers with these threads to slow them down and buy time to flee. Smaller avian Pokémon like Rookidee are often wary of tangling with Grubbin because of their powerful mandibles.
",Larva Pokémon,bug,1′04″,9.7
charjabug,"Since one is preparing to evolve, it usually looks motionless. Most of the time it buries its body for spending time underground.Charjabug are a bit more active than other intermediate insects, though this isn't saying much. Unlike Metapod or Cascoon, Charjabug are capable of consuming solid foods. They are opportunistic feeders that eat whatever plant matter they can find nearby, including decaying humus. Charjabug use what little food they eat to produce electrical energy using special organs in their abdomens; they can also siphon power from generators, and in fact seem to prefer this (as this method does not require movement). They then store this energy inside electric sacs within their bodies, which they can utilize to defend themselves from foes by discharging electricity from the tips of their jaws. Their sturdy shells also help keep them protected from predators. Their evolutions Vikavolt will hold and draw electricity from them to defend themselves.
",Battery Pokémon,"bug,electric",1′08″,23.1
vikavolt,"Vikavolt produces electricity through an electric sac within its abdomen. It is able to release its electrical energy from its mouth by firing it as powerful beams, similar to a railgun. Vikavolt can clamp onto a Charjabug and use it as an extra battery in order to launch more powerful electric blasts. It uses these blasts to protect against bird Pokémon.Vikavolt will also grasp their pre-evolutions, Charjabug, in their ​legs as they fly, using them as additional energy sources (since Vikavolt are defending their relatives by doing this, the Charjabug usually don't mind). However, the extra weight slows them down somewhat and makes it harder for them to fly.    
Vikavolt shares a strong rivalry with Pinsir. 
",Stag Beetle Pokémon,"bug,electric",4′11″,99.2
crabrawler,"A competitive Pokémon that hates to lose, this Pokémon uses its large claws as protection for its face and belly while it closes in on opponents. Crabrawler's pincers sometimes break off from overuse, but they grow back quickly. Crabrawler strives to achieve not only a high social standing, but a physically higher position as well. It can be found clinging to buildings or even tall people, and will punch anyone who attempts to remove it from its perch. In the event that it does lose, its mouth will foam before it faints.
While it is capable of splitting tree trunks, it usually punches trees to knock down ripe berries. Many Crabrawler will gather around a tree to compete for the ripe berries. &#160;Crabrawler also preys on Exeggcute. It has been known to mistake Exeggutor for coconut trees, which shake and stomp Crabrawler off when climbed.
",Boxing Pokémon,fighting,2′00″,15.4
crabominable,"Crabominable is not particularly intelligent, as it acts before it thinks. 
",Woolly Crab Pokémon,"fighting,ice",5′07″,396.8
oricorio,"All Oricorio sip nectar from flowers to change their form.
Baile style Oricorio are very passionate and can get fiercely angry if it is given the wrong orders, it exudes power from their bodies when dancing.
Pom Pom style Oricorio are very friendly towards people, and use their dancing to cheer people up.
Pa'u style Oricorio move and act at their own pace, sometimes making them hard to deal with.
Sensu style Oricorio are quiet and collected. They are generally well received by people who migrated from Kanto due to their dancing reminding them of their homeland.
In Paldea, Baile Style Oricorio is popular with the people of Paldea due to its dancing style matching their temperament nature.
Pom-Pom Style is popular with Children due to its energetic, cheerful dance, Pa’u Style Oricorio is popular due to being used to maintain health, and Sensu Style Oricorio is popular with adults due to its elegant, attractive dance.
However, Pom-Pom, Pa’u, and Sensu Style Oricorios are hard to find in the Paldea region.
",Dancing Pokémon,"fire,flying",2′00″,7.5
cutiefly,"Cutiefly is said to be able to sense moods of people, plants and other Pokémon. Cutiefly are also known to hover over Gossifleur, attempting to take their pollen.
",Bee Fly Pokémon,"bug,fairy",0′04″,0.4
ribombee,"Ribombee create different varieties of puffs by rolling up pollen, which can be used for food and battles. When not in use, it sticks pollen to its fur. During rain, it takes shelter in the hollow of a tree and stays there until the rain recedes. It hates rain, as rain makes pollen damp and reveals itself only after a few clear days pass by in a row. They seem to a appreciate acts of kindness as Lana gave it the flower bracelet repaying her and Mallow with two pollen puffs.
",Bee Fly Pokémon,"bug,fairy",0′08″,1.1
rockruff,"Rockruff like to show their affection by hitting the rocks onto their Trainers. Unfortunately, this may make their Trainers feel painful. However, they usually become fierce during the time they grow older, and howl at evenings when they are going to evolve into Lycanroc. When they know that they will evolve, they might leave their Trainers for a while until their evolutions are completed. There are tales of it reuniting with its Trainer after becoming lost by following the faintest traces of scent. It has lived with humans since ancient times. 
Rockruff is often recommended as a good beginner due to its friendly nature. It can bond with Trainers easily. However, Rockruff is said to be a challenging Pokémon to raise especially when they are reaching closer to evolution; as mentioned, they will become more volatile and aggressive, to the point where some Trainers abandon them due to being unable to handle theirs. 
This Pokémon is very sociable and will greet others by rubbing them with the rocks around its neck, although still maintaining a territorial nature. A Rockruff normally intimidates opponents by using the rocks on its neck to hit the ground. As mentioned in the anime, Rockruff trains itself by running around. It attacks foes the moment they flinch. It has also been known to fight with Growlithe over territory.
",Puppy Pokémon,rock,1′08″,20.3
lycanroc,"As Rockruff nears evolution, it becomes more aggressive and prone to howling loudly. It then runs away and disappears, only returning to its trainer once it has evolved. In Paldea, farmers use Lycanroc as guard dogs in order to protect their crops from Deerling. 
",Wolf Pokémon,rock,2′07″,55.1
wishiwashi,"Small and weak on its own, Wishiwashi is targeted by many predators that see it as an easy meal. In order to defend itself, large numbers of Wishiwashi come together into their massive and terrifying School Form, and their combined power surpasses that of even Gyarados. Alolan sea folk fear Wishiwashi, speaking of it as the ""demon of the sea"". However, even in large schools Wishiwashi still falls prey to Wailord.
",Small Fry Pokémon,water,26′11″,173.3
mareanie,"Mareanie is usually found moving along the ocean floor near coastal areas. The spike on top of its head contains a deadly toxin that is injected into prey. Mareanie is also able to finish off its weakened victim with all ten of its tentacles. They are widely loathed by craftsmen, who collect and work with Corsola branches, as a result.
Although most Mareanie and Toxapex prey on Corsola in Alola, the Mareanie from Galar are stated to have not yet tasted the branches of Corsola, possibly with Corsola being a Ghost type Pokémon in Galar due to being wiped out by sudden changes in ocean temperature.
In Paldea, Mareanie there have also never tasted Corsola before. They wander the seaside looking for food, but whenever they want to consume fallen Pincurchin spikes, they always get electrocuted.
",Brutal Star Pokémon,"poison,water",1′04″,17.6
toxapex,"Toxapex, as a predator, is slow, being only able to crawl along the seafloor and beaches in search of prey. Its favorite food is Corsola, possibly referencing the fact that the two creatures they are based on the Thorn Of Crowns Sea Star and Coral are predator and prey in reality. In theory, Toxapex will wait for prey to come by, hiding itself behind rocks or under sand, until it is either in arms or tentacle, reach or at least close enough to be chase worthy. By deploying its toxic spikes as its main attack, anyone who approaches it will be mowed by the claws and even get poisoned.
In order to survive colder waters like those in Galar, Toxapex can protect themselves by forming domes with their legs. This blocks the flow of tides, which make them feel very comfortable and safe within their own bunker.
Toxapex are also known for competing with Bruxish over oceanic areas full of warm currents, but they tend to have the odds against them, owing to their disadvantageous Poison-type against Bruxish's more advantageous Psychic-types.
",Brutal Star Pokémon,"poison,water",2′04″,32
mudbray,"Mudbray love to eat and play in mud. Though they are usually compliant Pokémon when doing so, they can become very defiant when deprived of mud. If kept from it for too long, they will firmly refuse to move entirely until they are allowed to play in the muck. 
",Donkey Pokémon,ground,3′03″,242.5
mudsdale,"Mudsdale is emotionally resilient and will not cry or flinch.Mudsdale chew dirt and mix it with their saliva to create a special mud, which they spit out and use to cover their bodies and hooves; this mud is resistant to wind and rain, protecting them from the elements as they travel. People used to coat the walls of their homes with Mudsdale mud to provide insulation.Mudsdale also enjoy mud, and even if they are less fickle than their pre-evolutions without it, trainers do comment that they seem to behave a bit more begrudgingly after staying dry for too long. 
",Draft Horse Pokémon,ground,8′02″,2028.3
dewpider,"When this Pokémon runs into a potential prey or predator, it smashes its water-bubble-covered head into them. They don't get along with Surskit as they fight over territory. They compete over who has a bigger bubble and the one whose bubble is smaller would back off.
It can breathe underwater but can't breathe air when going on Land, so it wears a bubble around its head to dissolved oxygen in the water bubble to breathe. 
",Water Bubble Pokémon,"water,bug",1′00″,8.8
araquanid,"Despite what its appearance, It acts as a caretaker for Dewpider, It's kind and caring nature to vulnerable Pokémon and Valuable items, Araquanid will protect them with its bubbles including it's Trainers if they don't watch out. It uses the bubble around its head as both a weapon and a protective shield. It will headbutt enemies with it, and small Pokémon can be sucked in and drowned. Subdued prey can also be stored inside when Araquanid is not hungry.
Like Dewpider, It can breathe underwater but can't breathe air when going on Land, so it wears a bubble around its head to dissolved oxygen in the water bubble to breathe.
",Water Bubble Pokémon,"water,bug",5′11″,180.8
fomantis,"Fomantis are nocturnal, and in the daytime they can undergo photosynthesis while sleeping. As they know that staying in the same place they live will put themselves in danger, so they always move to another place after the sun sets.
",Sickle Grass Pokémon,grass,1′00″,3.3
lurantis,"Lurantis are able to defeat their enemies with their elegant appearance and pleasant-smelling aroma. Due to their beautiful moves and bright coloration, Lurantis are said to be the most beautiful of all Grass-type Pokémon. Also, they dislike lazy trainers as they mostly want their trainers to look after them with care. They use their sickle-shaped petals to fire devastating energy beams by drawing sunlight, which have enough strength to slice through thick metal plates. 
With enough care from its trainer, a Lurantis will display vivid colors.
",Bloom Sickle Pokémon,grass,2′11″,40.8
morelull,"Morelull use their tiny feet to communicate with their kind, while sometimes when they face danger they will spread spores. However, it is rumored that Morelull also use their spores for good and can sense crisis, as a rumor goes that Morelull had saved a plane from crashing using their spores. 
Morelull are often known to travel in groups and often run around forests. Morelull are also known to sap energy from sleeping people or Pokémon, which they then use the energy to feed other plants.
",Illuminating Pokémon,"grass,fairy",0′08″,3.3
shiinotic,"Shiinotic seem to communicate with one another in ways humans cannot detect; scientists believe that their flickering spores or perhaps mycelium networks may play a role in this. Regardless of how they converse, these Pokémon seem to work together to ensure that the prey that they select remain unable to escape. They are a surprisingly cooperative species and are known to ""share"" sapped life force with one another through their mycelium.
",Illuminating Pokémon,"grass,fairy",3′03″,25.4
salandit,"Although they aren't very strong Pokémon, Salandit are terribly cunning and can confuse opponents during battles. They often make their homes near the sites of active volcanoes. Salandit in fact prefer to sneak up on prey from behind and immobilize them with their fumes before the victims even notice. Humorously, Salandit have great trouble hunting Spinda, as their dizzying gases have little effect on these tipsy Pokémon.
Female Salandit can eventually evolve into Salazzle. Male Salandit are highly attracted to Salazzle, offering both food and even their lives to gain her affection by the end of mating season. Due to the devotion towards Salazzle, male Salandit are highly malnourished and incapable of evolving.
",Toxic Lizard Pokémon,"poison,fire",2′00″,10.6
salazzle,"Salazzle emit toxic fumes that contain pheromones that attract any males in the area and cause them to be easily controlled by Salazzle. A Salazzle lives with a reverse harem of male Salandit. If one of its Salandit fail to bring it food, it will slap the male with its palm. These males are in fact willing to lay down their lives for their leader in the name of “love.” 
Salazzle can also defend themselves with noxious fumes and flames, but they rarely elect to do so, instead sending in Salandit after Salandit to battle in their places. When mating season arrives, Salandit will forgo eating and sleeping to search for gifts to bring back to their Salazzle in hopes of earning their favor. Salazzle will choose a single lucky Salandit to mate with, while the rest will have to wait another year to try again. Female Salazzle with larger harems assert dominance over those with fewer Salandit under their control.
",Toxic Lizard Pokémon,"poison,fire",3′11″,48.9
stufful,"Although a lot of ladies and children fall in love with them because of its adorable appearance, manners and soft fur, it actually detests being stroked and will continuously struggles by waving its paws. However, they won't struggle if they're near those they trust or comfortable with.
",Flailing Pokémon,"normal,fighting",1′08″,15
bewear,"Despite trying to show their friendliness by waving their paws to humans, it is better not to get close to them because they have incredible power that can crush humans' bones, meaning that they are one of Alola's most dangerous Pokémon.Trainers of this Pokémon must teach it how to restrain itself when showing affection. Its hugs are powerful enough to shatter bones. Many Trainers are said to have left the world after receiving Bewear's hugs. Bewear uses its arms to subdue its prey before taking it back to its nest. In Lental, Bewear are known to hibernate during seasons when food is scarce.
",Strong Arm Pokémon,"normal,fighting",6′11″,297.6
bounsweet,"Bounsweet produce a sweet aroma that makes them the prey of many bird Pokémon, though they are usually too unintelligent to care. When under attack, they often exude more of the aroma through the form of sweat, which draws more enemies to them, or rotate the calyx on their heads, which makes them dizzy. They have also been known to flee, but the way they skip and amble about doesn't adequately show their fear, ensuring that nothing ever comes to their aid.
",Fruit Pokémon,grass,1′00″,7.1
steenee,"Unlike their pre-evolution, Steenee like playing with other Pokémon. This is because of their hard sepals, which allow them to survive without even having to worry about bird Pokémon. However, they're also much harder to live with since they're oblivious to just how powerful their sepals are. This can cause a great deal of grief and frustration for Trainers who get smacked in the face on accident. 
",Fruit Pokémon,grass,2′04″,18.1
